word,tag,wn_label,mw_label,comb_label
names,NNS,masc,neutral,neutral
gifts,NNS,neutral,neutral,neutral
businessmen,NNS,masc,masc,masc
professionals,NNS,neutral,neutral,neutral
light,NN,neutral,neutral,neutral
membership,NN,neutral,neutral,neutral
persons,NNS,neutral,neutral,neutral
concentrations,NNS,neutral,neutral,neutral
seminary,NN,neutral,neutral,neutral
mission,NN,neutral,neutral,neutral
evangelisation,NN,not_found,not_found,not_found
initiatives,NNS,neutral,neutral,neutral
authority,NN,neutral,neutral,neutral
target,NN,neutral,neutral,neutral
assassination,NN,neutral,neutral,neutral
attempt,NN,neutral,neutral,neutral
assailant,NN,neutral,neutral,neutral
attendance,NN,neutral,neutral,neutral
worshippers,NNS,neutral,neutral,neutral
event,NN,neutral,neutral,neutral
director,NN,neutral,neutral,neutral
levels,NNS,neutral,neutral,neutral
hundreds,NNS,neutral,neutral,neutral
colleges,NNS,neutral,neutral,neutral
universities,NNS,neutral,neutral,neutral
institutions,NNS,neutral,neutral,neutral
society,NN,neutral,neutral,neutral
politics,NNS,neutral,neutral,neutral
hierarchy,NN,neutral,neutral,neutral
pillars,NNS,neutral,neutral,neutral
uprising,NN,neutral,neutral,neutral
declaration,NN,neutral,neutral,neutral
results,NNS,neutral,neutral,neutral
public,NN,neutral,neutral,neutral
forces,NNS,neutral,neutral,neutral
revolution,NN,neutral,neutral,neutral
exile,NN,neutral,neutral,neutral
coup,NN,neutral,neutral,neutral
dismay,NN,neutral,neutral,neutral
allegations,NNS,neutral,neutral,neutral
corruption,NN,neutral,neutral,neutral
protest,NN,neutral,neutral,neutral
cities,NNS,neutral,neutral,neutral
terrace,NN,neutral,neutral,neutral
mourning,NN,neutral,neutral,neutral
dignitaries,NNS,neutral,neutral,neutral
turmoil,NN,neutral,neutral,neutral
rift,NN,neutral,neutral,neutral
press,NN,neutral,neutral,neutral
secretary,NN,neutral,neutral,neutral
priests,NNS,neutral,neutral,neutral
hypocrites,NNS,neutral,neutral,neutral
plans,NNS,neutral,neutral,neutral
populace,NN,neutral,neutral,neutral
self,NN,neutral,neutral,neutral
reporter,NN,neutral,neutral,neutral
peak,NN,neutral,neutral,neutral
regime,NN,neutral,neutral,neutral
contraceptives,NNS,neutral,fem,neutral
administration,NN,neutral,neutral,neutral
killing,NN,neutral,neutral,neutral
devotion,NN,neutral,neutral,neutral
patronage,NN,neutral,neutral,neutral
towns,NNS,neutral,neutral,neutral
locales,NNS,neutral,neutral,neutral
pilgrimage,NN,neutral,neutral,neutral
sites,NNS,neutral,neutral,neutral
town,NN,neutral,neutral,neutral
title,NN,neutral,neutral,neutral
regalia,NN,neutral,neutral,neutral
miracle,NN,neutral,neutral,neutral
features,NNS,neutral,neutral,neutral
images,NNS,neutral,neutral,neutral
devotions,NNS,neutral,neutral,neutral
popes,NNS,neutral,neutral,neutral
icon,NN,neutral,neutral,neutral
shrine,NN,neutral,neutral,neutral
status,NN,neutral,neutral,neutral
basilica,NN,neutral,neutral,neutral
blessing,NN,neutral,neutral,neutral
sorrows,NNS,neutral,neutral,neutral
presentation,NN,neutral,neutral,neutral
ownership,NN,neutral,neutral,neutral
holidays,NNS,neutral,neutral,neutral
saints,NNS,neutral,neutral,neutral
fiestas,NNS,neutral,neutral,neutral
honour,NN,fem,neutral,neutral
patron,NN,neutral,neutral,neutral
culture,NN,neutral,neutral,neutral
marker,NN,neutral,neutral,neutral
fiesta,NN,neutral,neutral,neutral
celebrations,NNS,neutral,neutral,neutral
regard,NN,neutral,neutral,neutral
dispensation,NN,neutral,neutral,neutral
masses,NNS,neutral,neutral,neutral
yuletide,NN,neutral,neutral,neutral
observances,NNS,neutral,neutral,neutral
solemnity,NN,neutral,neutral,neutral
reform,NN,neutral,neutral,neutral
calendar,NN,neutral,neutral,neutral
memorials,NNS,neutral,neutral,neutral
feasts,NNS,neutral,neutral,neutral
shrines,NNS,neutral,neutral,neutral
statue,NN,neutral,neutral,neutral
dioceses,NNS,neutral,neutral,neutral
ordinariate,NN,not_found,neutral,neutral
customs,NNS,neutral,neutral,neutral
servants,NNS,neutral,neutral,neutral
article,NN,neutral,neutral,neutral
material,NN,neutral,neutral,neutral
philosopher,NN,neutral,neutral,neutral
advocate,NN,neutral,neutral,neutral
idealism,NN,neutral,neutral,neutral
son,NN,masc,masc,masc
minister,NN,neutral,neutral,neutral
politician,NN,neutral,neutral,neutral
negotiations,NNS,neutral,neutral,neutral
delegation,NN,neutral,neutral,neutral
transport,NN,neutral,neutral,neutral
infrastructure,NN,neutral,neutral,neutral
deputy,NN,neutral,neutral,neutral
leadership,NN,neutral,neutral,neutral
chairpersons,NNS,neutral,neutral,neutral
charge,NN,neutral,neutral,neutral
biography,NN,neutral,neutral,neutral
elevation,NN,neutral,neutral,neutral
metres,NNS,neutral,not_found,neutral
feet,NNS,neutral,neutral,neutral
males,NNS,masc,masc,masc
females,NNS,fem,fem,fem
literacy,NN,neutral,neutral,neutral
rate,NN,neutral,neutral,neutral
average,NN,neutral,neutral,neutral
baseball,NN,neutral,neutral,neutral
circle,NN,neutral,neutral,neutral
changeup,NN,not_found,neutral,neutral
thumb,NN,neutral,neutral,neutral
index,NN,neutral,neutral,neutral
finger,NN,neutral,neutral,neutral
pitch,NN,neutral,neutral,neutral
grip,NN,neutral,neutral,neutral
bottom,NN,neutral,neutral,neutral
ball,NN,masc,neutral,neutral
parallel,NN,neutral,neutral,neutral
hand,NN,neutral,neutral,neutral
palm,NN,neutral,neutral,neutral
forearm,NN,neutral,neutral,neutral
seam,NN,neutral,neutral,neutral
fastball,NN,neutral,neutral,neutral
stress,NN,neutral,neutral,neutral
arm,NN,neutral,neutral,neutral
screwball,NN,neutral,neutral,neutral
fingers,NNS,neutral,neutral,neutral
inside,NN,neutral,neutral,neutral
pitcher,NN,neutral,neutral,neutral
pitchers,NNS,neutral,neutral,neutral
hands,NNS,neutral,neutral,neutral
batter,NN,neutral,neutral,neutral
changeups,NNS,not_found,neutral,neutral
platoon,NN,neutral,neutral,neutral
wrist,NN,neutral,neutral,neutral
velocity,NN,neutral,neutral,neutral
foot,NN,neutral,neutral,neutral
delivery,NN,neutral,neutral,neutral
stride,NN,neutral,neutral,neutral
length,NN,neutral,neutral,neutral
height,NN,neutral,neutral,neutral
motion,NN,neutral,neutral,neutral
strike,NN,neutral,neutral,neutral
zone,NN,neutral,neutral,neutral
count,NN,neutral,neutral,neutral
groundball,NN,neutral,neutral,neutral
strikeout,NN,neutral,neutral,neutral
curveball,NN,not_found,neutral,neutral
action,NN,neutral,neutral,neutral
corner,NN,neutral,neutral,neutral
plate,NN,neutral,neutral,neutral
ace,NN,neutral,neutral,neutral
side,NN,neutral,neutral,neutral
autobiography,NN,neutral,neutral,neutral
speed,NN,neutral,neutral,neutral
slider,NN,neutral,neutral,neutral
sliders,NNS,neutral,neutral,neutral
injuries,NNS,neutral,neutral,neutral
sport,NN,neutral,neutral,neutral
shooter,NN,neutral,neutral,neutral
societies,NNS,neutral,neutral,neutral
college,NN,neutral,neutral,neutral
locations,NNS,neutral,neutral,neutral
fall,NN,neutral,neutral,neutral
extension,NN,neutral,neutral,neutral
campus,NN,neutral,neutral,neutral
divisions,NNS,neutral,neutral,neutral
athletics,NNS,neutral,neutral,neutral
inhabitants,NNS,neutral,neutral,neutral
resident,NN,neutral,neutral,neutral
guitarist,NN,neutral,neutral,neutral
duo,NN,neutral,neutral,neutral
masse,NN,neutral,neutral,neutral
confirmation,NN,neutral,neutral,neutral
appointee,NN,neutral,neutral,neutral
aviator,NN,neutral,neutral,neutral
admiral,NN,neutral,neutral,neutral
lacrosse,NN,neutral,neutral,neutral
scholar,NN,neutral,neutral,neutral
command,NN,neutral,neutral,neutral
submarine,NN,neutral,neutral,neutral
retirement,NN,neutral,neutral,neutral
duty,NN,neutral,neutral,neutral
positions,NNS,neutral,neutral,neutral
sector,NN,neutral,neutral,neutral
rock,NN,neutral,neutral,neutral
lyrics,NNS,neutral,neutral,neutral
struggles,NNS,neutral,neutral,neutral
musical,NN,neutral,neutral,neutral
productions,NNS,neutral,neutral,neutral
premiere,NN,neutral,neutral,neutral
run,NN,neutral,neutral,neutral
theatre,NN,neutral,neutral,neutral
organisation,NN,neutral,neutral,neutral
version,NN,neutral,neutral,neutral
destination,NN,neutral,neutral,neutral
choreography,NN,neutral,neutral,neutral
acclaim,NN,neutral,neutral,neutral
altar,NN,neutral,neutral,neutral
boy,NN,masc,masc,masc
nightmare,NN,neutral,neutral,neutral
roommate,NN,neutral,neutral,neutral
lover,NN,neutral,neutral,neutral
relationship,NN,neutral,neutral,neutral
anxieties,NNS,neutral,neutral,neutral
teacher,NN,neutral,neutral,neutral
lack,NN,neutral,neutral,neutral
shock,NN,neutral,neutral,neutral
battle,NN,neutral,neutral,neutral
friend,NN,neutral,neutral,neutral
sister,NN,fem,fem,fem
nurse,NN,fem,fem,fem
ass,NN,neutral,neutral,neutral
birthday,NN,neutral,neutral,neutral
gift,NN,neutral,neutral,neutral
siblings,NNS,neutral,neutral,neutral
song,NN,neutral,neutral,neutral
surprise,NN,neutral,neutral,neutral
party,NN,neutral,neutral,neutral
trip,NN,neutral,neutral,neutral
rave,NN,neutral,neutral,neutral
ecstasy,NN,neutral,neutral,neutral
drugs,NNS,neutral,neutral,neutral
appearance,NN,neutral,neutral,neutral
night,NN,neutral,neutral,neutral
everything,NN,not_found,neutral,neutral
morning,NN,neutral,neutral,neutral
confession,NN,neutral,neutral,neutral
ritual,NN,neutral,neutral,neutral
guidance,NN,neutral,neutral,neutral
secrets,NNS,neutral,neutral,neutral
kiss,NN,neutral,neutral,neutral
play,NN,neutral,neutral,neutral
rehearsal,NN,neutral,neutral,neutral
joke,NN,neutral,neutral,neutral
promiscuity,NN,neutral,neutral,neutral
reputation,NN,neutral,neutral,neutral
girl,NN,fem,fem,fem
get,NN,neutral,neutral,neutral
together,NN,not_found,neutral,neutral
thanks,NNS,neutral,neutral,neutral
planning,NN,neutral,neutral,neutral
pot,NN,neutral,neutral,neutral
brownies,NNS,neutral,neutral,neutral
face,NN,neutral,neutral,neutral
storm,NN,neutral,neutral,neutral
advances,NNS,neutral,neutral,neutral
bottle,NN,neutral,neutral,neutral
wine,NN,neutral,neutral,neutral
frustration,NN,neutral,neutral,neutral
drink,NN,neutral,neutral,neutral
bond,NN,neutral,neutral,neutral
frustrations,NNS,neutral,neutral,neutral
secret,NN,neutral,neutral,neutral
heads,NNS,neutral,neutral,neutral
bed,NN,neutral,neutral,neutral
emergency,NN,neutral,neutral,neutral
rehearsals,NNS,neutral,neutral,neutral
scene,NN,neutral,neutral,neutral
script,NN,neutral,neutral,neutral
slur,NN,neutral,neutral,neutral
vision,NN,neutral,neutral,neutral
spring,NN,neutral,neutral,neutral
word,NN,neutral,neutral,neutral
dormitory,NN,neutral,neutral,neutral
room,NN,neutral,neutral,neutral
pine,NN,neutral,neutral,neutral
loves,NNS,neutral,neutral,neutral
thing,NN,neutral,neutral,neutral
chapel,NN,neutral,neutral,neutral
wedding,NN,neutral,neutral,neutral
bells,NNS,neutral,neutral,neutral
ceremony,NN,neutral,neutral,neutral
ranks,NNS,neutral,neutral,neutral
valedictorian,NN,neutral,neutral,neutral
spot,NN,neutral,neutral,neutral
hallway,NN,neutral,neutral,neutral
boys,NNS,masc,masc,masc
subject,NN,neutral,neutral,neutral
truth,NN,neutral,neutral,neutral
fears,NNS,neutral,neutral,neutral
objections,NNS,neutral,neutral,neutral
warning,NN,neutral,neutral,neutral
understudy,NN,neutral,neutral,neutral
lines,NNS,neutral,neutral,neutral
moment,NN,neutral,neutral,neutral
evening,NN,neutral,neutral,neutral
student,NN,neutral,neutral,neutral
address,NN,neutral,neutral,neutral
auditorium,NN,neutral,neutral,neutral
reason,NN,neutral,neutral,neutral
exchange,NN,neutral,neutral,neutral
words,NNS,neutral,neutral,neutral
news,NN,neutral,neutral,neutral
pregnancy,NN,neutral,fem,neutral
help,NN,neutral,neutral,neutral
leaves,NNS,neutral,neutral,neutral
fear,NN,neutral,neutral,neutral
priest,NN,neutral,neutral,neutral
feelings,NNS,neutral,neutral,neutral
fill,NN,neutral,neutral,neutral
hiding,NN,neutral,neutral,neutral
dose,NN,neutral,neutral,neutral
parting,NN,neutral,neutral,neutral
goodbye,NN,neutral,neutral,neutral
lovers,NNS,neutral,neutral,neutral
show,NN,neutral,neutral,neutral
speech,NN,neutral,neutral,neutral
visit,NN,neutral,neutral,neutral
compassion,NN,neutral,neutral,neutral
absolution,NN,neutral,neutral,neutral
questions,NNS,neutral,neutral,neutral
answers,NNS,neutral,neutral,neutral
cd,NN,neutral,neutral,neutral
sampler,NN,neutral,neutral,neutral
cast,NN,neutral,neutral,neutral
ticket,NN,neutral,neutral,neutral
buyer,NN,neutral,neutral,neutral
performances,NNS,neutral,neutral,neutral
disc,NN,neutral,neutral,neutral
dvd,NN,neutral,neutral,neutral
revival,NN,neutral,neutral,neutral
picture,NN,neutral,neutral,neutral
screenplay,NN,neutral,neutral,neutral
announcement,NN,neutral,neutral,neutral
filming,NN,neutral,neutral,neutral
fans,NNS,neutral,neutral,neutral
pop,NN,masc,neutral,neutral
database,NN,neutral,neutral,neutral
winners,NNS,neutral,neutral,neutral
division,NN,neutral,neutral,neutral
decision,NN,neutral,neutral,neutral
sessions,NNS,neutral,neutral,neutral
behalf,NN,neutral,neutral,neutral
meetings,NNS,neutral,neutral,neutral
ruling,NN,neutral,neutral,neutral
policies,NNS,neutral,neutral,neutral
rubber,NN,neutral,neutral,neutral
stamp,NN,neutral,neutral,neutral
explanation,NN,neutral,neutral,neutral
base,NN,neutral,neutral,neutral
servant,NN,neutral,neutral,neutral
wpk,NN,not_found,not_found,not_found
session,NN,neutral,neutral,neutral
office,NN,neutral,neutral,neutral
reports,NNS,neutral,neutral,neutral
composition,NN,neutral,neutral,neutral
observers,NNS,neutral,neutral,neutral
shift,NN,neutral,neutral,neutral
aides,NNS,neutral,neutral,neutral
husband,NN,masc,masc,masc
proteges,NNS,neutral,neutral,neutral
facilitator,NN,neutral,neutral,neutral
succession,NN,neutral,neutral,neutral
cabinet,NN,neutral,neutral,neutral
officials,NNS,neutral,neutral,neutral
secretaries,NNS,neutral,neutral,neutral
security,NN,neutral,neutral,neutral
premiers,NNS,neutral,neutral,neutral
experts,NNS,neutral,neutral,neutral
retirements,NNS,neutral,neutral,neutral
dismissals,NNS,neutral,neutral,neutral
thaek,NN,not_found,not_found,not_found
plenums,NNS,neutral,neutral,neutral
chairmen,NNS,masc,masc,masc
decisions,NNS,neutral,neutral,neutral
force,NN,neutral,neutral,neutral
up,NN,not_found,neutral,neutral
books,NNS,neutral,neutral,neutral
journal,NN,neutral,neutral,neutral
entries,NNS,neutral,neutral,neutral
aim,NN,neutral,neutral,neutral
competition,NN,neutral,neutral,neutral
refusal,NN,neutral,neutral,neutral
lbm,NN,not_found,not_found,not_found
activity,NN,neutral,neutral,neutral
level,NN,neutral,neutral,neutral
process,NN,neutral,neutral,neutral
entry,NN,neutral,neutral,neutral
development,NN,neutral,neutral,neutral
category,NN,neutral,neutral,neutral
debut,NN,neutral,neutral,neutral
matches,NNS,neutral,neutral,neutral
capacity,NN,neutral,neutral,neutral
coming,NN,neutral,neutral,neutral
novel,NN,neutral,neutral,neutral
adult,NN,neutral,neutral,neutral
hardship,NN,neutral,neutral,neutral
childhood,NN,neutral,neutral,neutral
phase,NN,neutral,neutral,neutral
discovery,NN,neutral,neutral,neutral
narrative,NN,neutral,neutral,neutral
person,NN,neutral,neutral,neutral
narration,NN,neutral,neutral,neutral
living,NN,neutral,neutral,neutral
reader,NN,neutral,neutral,neutral
worldview,NN,not_found,neutral,neutral
writer,NN,neutral,neutral,neutral
humor,NN,neutral,neutral,neutral
trials,NNS,neutral,neutral,neutral
tribulations,NNS,neutral,neutral,neutral
tone,NN,neutral,neutral,neutral
protagonist,NN,neutral,neutral,neutral
life,NN,neutral,neutral,neutral
battering,NN,neutral,neutral,neutral
ram,NN,masc,masc,masc
stereotypes,NNS,neutral,neutral,neutral
deals,NNS,neutral,neutral,neutral
racism,NN,neutral,neutral,neutral
section,NN,neutral,neutral,neutral
hope,NN,neutral,neutral,neutral
honesty,NN,neutral,neutral,neutral
anger,NN,neutral,neutral,neutral
commentary,NN,neutral,neutral,neutral
themes,NNS,neutral,neutral,neutral
identity,NN,neutral,neutral,neutral
weight,NN,neutral,neutral,neutral
capitalism,NN,neutral,neutral,neutral
flowers,NNS,neutral,neutral,neutral
enthusiasm,NN,neutral,neutral,neutral
preponderance,NN,neutral,neutral,neutral
ideas,NNS,neutral,neutral,neutral
demands,NNS,neutral,neutral,neutral
plot,NN,neutral,neutral,neutral
recipients,NNS,neutral,neutral,neutral
teen,NN,neutral,neutral,neutral
audiences,NNS,neutral,neutral,neutral
meeting,NN,neutral,neutral,neutral
concerns,NNS,neutral,neutral,neutral
obscenity,NN,neutral,neutral,neutral
complaint,NN,neutral,neutral,neutral
spokesperson,NN,neutral,neutral,neutral
curriculum,NN,neutral,neutral,neutral
classroom,NN,neutral,neutral,neutral
libraries,NNS,neutral,neutral,neutral
checkout,NN,neutral,neutral,neutral
speakers,NNS,neutral,neutral,neutral
challenge,NN,neutral,neutral,neutral
memoir,NN,neutral,neutral,neutral
scenes,NNS,neutral,neutral,neutral
imagery,NN,neutral,neutral,neutral
speaker,NN,neutral,neutral,neutral
committees,NNS,neutral,neutral,neutral
messages,NNS,neutral,neutral,neutral
passages,NNS,neutral,neutral,neutral
depictions,NNS,neutral,neutral,neutral
pedophilia,NN,neutral,neutral,neutral
parents,NNS,neutral,neutral,neutral
encounter,NN,neutral,neutral,neutral
grader,NN,neutral,neutral,neutral
grade,NN,neutral,neutral,neutral
author,NN,neutral,neutral,neutral
threats,NNS,neutral,neutral,neutral
genus,NN,neutral,neutral,neutral
fungi,NNS,neutral,neutral,neutral
taxon,NN,neutral,neutral,neutral
taxa,NNS,neutral,neutral,neutral
fellow,NN,masc,neutral,neutral
actress,NN,fem,fem,fem
roles,NNS,neutral,neutral,neutral
susjedi,NN,not_found,not_found,not_found
tv,NN,neutral,neutral,neutral
theater,NN,neutral,neutral,neutral
award,NN,neutral,neutral,neutral
skyscraper,NN,neutral,neutral,neutral
passion,NN,neutral,neutral,neutral
projects,NNS,neutral,neutral,neutral
career,NN,neutral,neutral,neutral
dream,NN,neutral,neutral,neutral
character,NN,neutral,neutral,neutral
neighbor,NN,neutral,masc,neutral
characters,NNS,neutral,neutral,neutral
scenography,NN,not_found,neutral,neutral
performance,NN,neutral,neutral,neutral
librettos,NNS,neutral,neutral,neutral
collaboration,NN,neutral,neutral,neutral
stars,NNS,neutral,neutral,neutral
adaptation,NN,neutral,neutral,neutral
conception,NN,neutral,neutral,neutral
obligations,NNS,neutral,neutral,neutral
organization,NN,neutral,neutral,neutral
quality,NN,neutral,neutral,neutral
staff,NN,neutral,neutral,neutral
namjere,NN,not_found,not_found,not_found
cameo,NN,neutral,neutral,neutral
movie,NN,neutral,neutral,neutral
association,NN,neutral,neutral,neutral
merger,NN,neutral,neutral,neutral
predecessor,NN,neutral,neutral,neutral
seasons,NNS,neutral,neutral,neutral
amateurs,NNS,neutral,neutral,neutral
success,NN,neutral,neutral,neutral
trouble,NN,neutral,neutral,neutral
dissolution,NN,neutral,neutral,neutral
players,NNS,neutral,neutral,neutral
licensing,NN,not_found,neutral,neutral
youth,NN,masc,masc,masc
leagues,NNS,neutral,neutral,neutral
permission,NN,neutral,neutral,neutral
places,NNS,neutral,neutral,neutral
traditions,NNS,neutral,neutral,neutral
glory,NN,neutral,neutral,neutral
coach,NN,neutral,neutral,neutral
predecessors,NNS,neutral,neutral,neutral
reserve,NN,neutral,neutral,neutral
honours,NN,fem,neutral,neutral
runners,NNS,neutral,neutral,neutral
economy,NN,neutral,neutral,neutral
accounting,NN,neutral,neutral,neutral
thirds,NNS,neutral,neutral,neutral
principles,NNS,neutral,neutral,neutral
market,NN,neutral,neutral,neutral
capita,NN,neutral,not_found,neutral
parity,NN,fem,neutral,neutral
sectors,NNS,neutral,neutral,neutral
energy,NN,neutral,neutral,neutral
machinery,NN,neutral,neutral,neutral
mining,NN,neutral,neutral,neutral
agriculture,NN,neutral,neutral,neutral
exports,NNS,neutral,neutral,neutral
automobiles,NNS,neutral,neutral,neutral
metals,NNS,neutral,neutral,neutral
furniture,NN,neutral,neutral,neutral
food,NN,neutral,neutral,neutral
processing,NN,neutral,neutral,neutral
chemicals,NNS,neutral,neutral,neutral
sugar,NN,neutral,neutral,neutral
tires,NNS,neutral,neutral,neutral
clothes,NNS,neutral,neutral,neutral
pharmaceuticals,NNS,neutral,neutral,neutral
output,NN,neutral,neutral,neutral
trading,NN,neutral,neutral,neutral
partners,NNS,neutral,neutral,neutral
companies,NNS,neutral,neutral,neutral
hub,NN,neutral,neutral,neutral
transition,NN,neutral,neutral,neutral
comparison,NN,neutral,neutral,neutral
sanctions,NNS,neutral,neutral,neutral
embargo,NN,neutral,neutral,neutral
brain,NN,neutral,neutral,neutral
overthrow,NN,neutral,neutral,neutral
growth,NN,neutral,neutral,neutral
wages,NNS,neutral,neutral,neutral
opportunities,NNS,neutral,neutral,neutral
recession,NN,neutral,neutral,neutral
decline,NN,neutral,neutral,neutral
stagnation,NN,neutral,neutral,neutral
accession,NN,neutral,neutral,neutral
gdp,NN,neutral,neutral,neutral
debt,NN,neutral,neutral,neutral
effects,NNS,neutral,neutral,neutral
crisis,NN,neutral,neutral,neutral
reserves,NNS,neutral,neutral,neutral
euros,NNS,neutral,neutral,neutral
currency,NN,neutral,neutral,neutral
dinar,NN,neutral,neutral,neutral
dates,NNS,neutral,neutral,neutral
inflation,NN,neutral,neutral,neutral
hyperinflation,NN,not_found,neutral,neutral
months,NNS,neutral,neutral,neutral
range,NN,neutral,neutral,neutral
agreements,NNS,neutral,neutral,neutral
blocs,NNS,neutral,neutral,neutral
agreement,NN,neutral,neutral,neutral
products,NNS,neutral,neutral,neutral
fees,NNS,neutral,neutral,neutral
baby,NN,neutral,neutral,neutral
beef,NN,neutral,neutral,neutral
import,NN,neutral,neutral,neutral
quotas,NNS,neutral,neutral,neutral
investments,NNS,neutral,neutral,neutral
priority,NN,neutral,neutral,neutral
incentives,NNS,neutral,neutral,neutral
investor,NN,neutral,neutral,neutral
beverage,NN,neutral,neutral,neutral
textile,NN,neutral,neutral,neutral
clothing,NN,neutral,neutral,neutral
chip,NN,neutral,neutral,neutral
corporations,NNS,neutral,neutral,neutral
manufacturing,NN,neutral,neutral,neutral
giants,NNS,neutral,neutral,neutral
metallurgy,NN,neutral,neutral,neutral
steel,NN,neutral,neutral,neutral
copper,NN,neutral,neutral,neutral
mill,NN,masc,neutral,neutral
complex,NN,neutral,neutral,neutral
banks,NNS,neutral,neutral,neutral
telecommunications,NNS,neutral,neutral,neutral
likes,NNS,neutral,neutral,neutral
investors,NNS,neutral,neutral,neutral
conditions,NNS,neutral,neutral,neutral
export,NN,neutral,neutral,neutral
ratio,NN,neutral,neutral,neutral
fifth,NN,neutral,neutral,neutral
sales,NNS,neutral,neutral,neutral
provider,NN,neutral,neutral,neutral
fruit,NN,neutral,neutral,neutral
crop,NN,neutral,neutral,neutral
livestock,NN,neutral,neutral,neutral
plums,NNS,neutral,neutral,neutral
tons,NNS,neutral,neutral,neutral
raspberries,NNS,neutral,neutral,neutral
maize,NN,neutral,neutral,neutral
wheat,NN,neutral,neutral,neutral
sunflower,NN,neutral,neutral,neutral
beet,NN,neutral,neutral,neutral
soybean,NN,neutral,neutral,neutral
potato,NN,neutral,neutral,neutral
apple,NN,neutral,neutral,neutral
pork,NN,neutral,neutral,neutral
meat,NN,neutral,neutral,neutral
poultry,NN,neutral,neutral,neutral
dairy,NN,neutral,neutral,neutral
vineyards,NNS,neutral,neutral,neutral
litres,NNS,neutral,neutral,neutral
viticulture,NN,neutral,neutral,neutral
exporter,NN,neutral,neutral,neutral
importer,NN,neutral,neutral,neutral
fuels,NNS,neutral,neutral,neutral
oil,NN,neutral,neutral,neutral
gas,NN,neutral,neutral,neutral
abundance,NN,neutral,neutral,neutral
coal,NN,neutral,neutral,neutral
lignite,NN,neutral,neutral,neutral
deposits,NNS,neutral,neutral,neutral
scale,NN,neutral,neutral,neutral
equivalent,NN,neutral,neutral,neutral
meters,NNS,neutral,neutral,neutral
importance,NN,neutral,neutral,neutral
basin,NN,neutral,neutral,neutral
kilowatt,NNS,neutral,neutral,neutral
hours,NNS,neutral,neutral,neutral
consumption,NN,neutral,neutral,neutral
plants,NNS,neutral,neutral,neutral
degree,NN,neutral,neutral,neutral
wind,NN,neutral,neutral,neutral
mw,NN,not_found,neutral,neutral
addition,NN,neutral,neutral,neutral
utility,NN,neutral,neutral,neutral
petrol,NN,neutral,neutral,neutral
refinery,NN,neutral,neutral,neutral
refineries,NNS,neutral,neutral,neutral
network,NN,neutral,neutral,neutral
filling,NN,neutral,neutral,neutral
stations,NNS,neutral,neutral,neutral
kilometers,NNS,neutral,neutral,neutral
pipelines,NNS,neutral,neutral,neutral
pipeline,NN,neutral,neutral,neutral
sources,NNS,neutral,neutral,neutral
trunk,NN,neutral,neutral,neutral
meter,NN,neutral,neutral,neutral
storage,NN,neutral,neutral,neutral
facility,NN,neutral,neutral,neutral
bombing,NN,neutral,neutral,neutral
downsizing,NN,neutral,neutral,neutral
half,NN,neutral,neutral,neutral
electronics,NNS,neutral,neutral,neutral
forebearer,NN,not_found,neutral,neutral
cluster,NN,neutral,neutral,neutral
vicinity,NN,neutral,neutral,neutral
basins,NNS,neutral,neutral,neutral
extraction,NN,neutral,neutral,neutral
smartphones,NNS,not_found,neutral,neutral
something,NN,not_found,neutral,neutral
turbines,NNS,neutral,neutral,neutral
lighting,NN,neutral,neutral,neutral
appliances,NNS,neutral,neutral,neutral
manufacturers,NNS,neutral,neutral,neutral
demand,NN,neutral,neutral,neutral
telephone,NN,neutral,neutral,neutral
households,NNS,neutral,neutral,neutral
cellphones,NNS,neutral,neutral,neutral
operator,NN,neutral,neutral,neutral
subscribers,NNS,neutral,neutral,neutral
mobile,NN,neutral,neutral,neutral
broadband,NN,not_found,neutral,neutral
pay,NN,neutral,neutral,neutral
cable,NN,neutral,neutral,neutral
satellite,NN,neutral,neutral,neutral
standard,NN,neutral,neutral,neutral
transmission,NN,neutral,neutral,neutral
pace,NN,neutral,neutral,neutral
data,NNS,neutral,neutral,neutral
centers,NNS,neutral,neutral,neutral
pool,NN,neutral,neutral,neutral
engineers,NNS,neutral,neutral,neutral
startups,NNS,neutral,neutral,neutral
funding,NN,neutral,neutral,neutral
mathematicians,NNS,neutral,neutral,neutral
quarter,NN,neutral,neutral,neutral
firm,NN,neutral,neutral,neutral
analysis,NN,neutral,neutral,neutral
developer,NN,neutral,neutral,neutral
game,NN,neutral,neutral,neutral
workforce,NN,neutral,neutral,neutral
earnings,NNS,neutral,neutral,neutral
tourism,NN,neutral,neutral,neutral
tourists,NNS,neutral,neutral,neutral
accommodations,NNS,neutral,neutral,neutral
mountains,NNS,neutral,neutral,neutral
spas,NNS,neutral,neutral,neutral
choice,NN,neutral,neutral,neutral
mountain,NN,neutral,neutral,neutral
resorts,NNS,neutral,neutral,neutral
break,NN,neutral,neutral,neutral
visits,NNS,neutral,neutral,neutral
offer,NN,neutral,neutral,neutral
wonders,NNS,neutral,neutral,neutral
monasteries,NNS,neutral,neutral,neutral
river,NN,neutral,neutral,neutral
festivals,NNS,neutral,neutral,neutral
exit,NN,neutral,neutral,neutral
visitors,NNS,neutral,neutral,neutral
trumpet,NN,neutral,neutral,neutral
festival,NN,neutral,neutral,neutral
backbone,NN,neutral,neutral,neutral
travel,NN,neutral,neutral,neutral
bulk,NN,neutral,neutral,neutral
traffic,NN,neutral,neutral,neutral
